cpb-aacip-16-7h1dj58s9w__focus041215a___122.0_132.0,2.0,1.0,"Male"
cpb-aacip-41-95j9kt3z.h264__74.0_84.0,2.0,1.0,"Female"
cpb-aacip-86-78gf24fv.h264__603.0_613.0,0.0,1.0,"Silence"
cpb-aacip-151-1c1td9nh2g__fma-2-62453-int-20120620_.h264__871.0_881.0,4.0,1.0,"Not Sure"
cpb-aacip-24-8s4jm23m4x__1407.0_1417.0,2.0,1.0,"Music"
cpb-aacip-86-82k6dt5k.h264__528.0_538.0,4.0,1.0,"Male with background noise"
cpb-aacip-41-61djhhkv.h264__30.0_40.0,1.0,1.0,"Male"
cpb-aacip-55-ks6j09wj3g__cpb-aacip-55-25x6bfzm.mpeg2_.h264__2223.0_2233.0,4.0,1.0,"Male with background noise"
cpb-aacip-15-rx9377679s__barcode301204-1_.h264__274.0_284.0,4.0,1.0,"Background noise"
cpb-aacip-15-687h4jpj__891.0_901.0,1.0,1.0,"Male"
cpb-aacip-225-418kpwn4.h264__202.0_212.0,4.0,1.0,"Male"
cpb-aacip-43-n58cf9jn1v__10355508___307.0_317.0,1.0,1.0,"Female"
cpb-aacip-15-jm23b5wh6f__200201A18A_.h264__120.0_130.0,2.0,1.0,"Male with background noise"
cpb-aacip-41-70zpcwqg.h264__1291.0_1301.0,1.0,1.0,"Female"
cpb-aacip-259-542j9q27.h264__24.0_34.0,3.0,1.0,"Background noise"
cpb-aacip-77-51vdpkbd.h264__820.0_830.0,1.0,1.0,"Male"
cpb-aacip-15-cr5n87334n__nasa09_vid_saldeep_.h264__78.0_88.0,1.0,1.0,"Male"
cpb-aacip-259-862bbr5r.h264__865.0_875.0,0.0,1.0,"Multiple Speakers"
cpb-aacip-225-418kpwn4.h264__1941.0_1951.0,3.0,1.0,"Male"
cpb-aacip-15-xg9f47h66w__ess05_vid_flood_.h264__1432.0_1442.0,3.0,1.0,"Silence"
cpb-aacip-41-612ngvcw.h264__439.0_449.0,3.0,1.0,"Applause"
cpb-aacip-15-848pkg93__1295.0_1305.0,2.0,1.0,"Male"
cpb-aacip-235-42n5v9dk.h264__1332.0_1342.0,1.0,1.0,"Music"
cpb-aacip-153-38jdfsp3__705.0_715.0,2.0,1.0,"Music"
cpb-aacip-15-ws8hd7p639__26979-2010_10_31_.h264__859.0_869.0,2.0,1.0,"Male"
cpb-aacip-22-085hqctq.h264__175.0_185.0,2.0,1.0,"Male"
cpb-aacip-41-77sn0mqp.h264__3351.0_3361.0,1.0,1.0,"Male"
cpb-aacip-259-833mzm51.h264__1451.0_1461.0,0.0,1.0,"Male with background noise"
cpb-aacip-120-03cz8zz5.h264__823.0_833.0,1.0,1.0,"Male"
cpb-aacip-15-b56d21rq0m__barcode50288_.h264__266.0_276.0,2.0,1.0,"Male"
cpb-aacip-30-f76639kj92__ic_lockhardt4___132.0_142.0,0.0,1.0,"Male"
cpb-aacip-80-14nk9pzp__2350.0_2360.0,2.0,1.0,"Male"
cpb-aacip-500-qf8jjr7n__873.0_883.0,2.0,1.0,"Music"
cpb-aacip-309-68x964fv__1917__22.902_32.902,2.0,1.0,"Male with background noise"
cpb-aacip-80-612nh4w6__6546.0_6556.0,3.0,1.0,"Male"
cpb-aacip-131-150gb6zn.h264__621.0_631.0,4.0,1.0,"Male with background noise"
cpb-aacip-111-68x96632.h264__526.0_536.0,2.0,1.0,"Music"
cpb-aacip-15-300zpnkj__1252.0_1262.0,3.0,1.0,"Male"
cpb-aacip-500-9c6s2t83__1287.0_1297.0,3.0,1.0,"Male"
cpb-aacip-15-30prrfm2__3711.0_3721.0,3.0,1.0,"Male"
cpb-aacip-15-9882j68b28__23968-2010_03_17_.h264__3388.0_3398.0,3.0,1.0,"Female"
cpb-aacip-75-47dr814t.h264__1017.0_1027.0,3.0,1.0,"Male"
cpb-aacip-15-0k26970c5s__20111003CCS___728.0_738.0,0.0,1.0,"Male"
cpb-aacip-378-51hhmncc.h264__1341.0_1351.0,2.0,1.0,"Male"
cpb-aacip-309-19s1rq11__1431__27.389_37.389,3.0,1.0,"Female with background noise"
cpb-aacip-80-13mw791t__5135.0_5145.0,1.0,1.0,"Female"
cpb-aacip-235-451g2m62.h264__1174.0_1184.0,2.0,1.0,"Female"
cpb-aacip-15-ns0ks6jf2v__25888-2010_10_22-RAW_.h264__2107.0_2117.0,0.0,1.0,"Male"
cpb-aacip-500-0p0wtn40__1579.0_1589.0,3.0,1.0,"Male"
cpb-aacip-15-612ngt37__3194.0_3204.0,1.0,1.0,"Male with background noise"
cpb-aacip-75-09j3v8qv.h264__296.0_306.0,4.0,1.0,"Male"
cpb-aacip-86-31cjt1vc.h264__199.0_209.0,0.0,1.0,"Male"
cpb-aacip-15-73bzkx9d__398.0_408.0,4.0,1.0,"Music"
cpb-aacip-394-70zpcpms.h264__977.0_987.0,0.0,1.0,"Male"
cpb-aacip-30-f76639kj92__ic_lockhardt4___132.0_142.0,2.0,1.0,"Not Sure"
cpb-aacip-15-jq0sq8qn59__barcode18851_tribute340_.h264__53.0_63.0,3.0,1.0,"Background noise"
cpb-aacip-16-w66930pg5x__focus041213a___1757.0_1767.0,4.0,1.0,"Female"
cpb-aacip-120-1937q0sv.h264__1463.0_1473.0,0.0,1.0,"Female"
cpb-aacip-245-30bvqdm9.h264__622.0_632.0,0.0,1.0,"Background noise"
cpb-aacip-15-25x69z1p__73.0_83.0,0.0,1.0,"Female"
cpb-aacip-378-51hhmncc.h264__1562.0_1572.0,2.0,1.0,"Male"
cpb-aacip-500-c24qpn7w__135.0_145.0,4.0,1.0,"Male"
cpb-aacip-41-77sn0mqp.h264__2332.0_2342.0,3.0,1.0,"Male"
cpb-aacip-43-7m03x83w4b__10563833___262.0_272.0,3.0,1.0,"Male"
cpb-aacip-398-2908kvn6.h264__448.0_458.0,2.0,1.0,"Male"
cpb-aacip-15-9995xpjw__1698.0_1708.0,0.0,1.0,"Male"
cpb-aacip-151-bz6154f72d__fma-2-62574-int-20120628_.h264__578.0_588.0,2.0,1.0,"Silence"
cpb-aacip-15-91sf8427.h264__312.0_322.0,1.0,1.0,"Silence"
cpb-aacip-500-pz51m86g__675.0_685.0,3.0,1.0,"Male"
cpb-aacip-211-97xkt3cx__3630.0_3640.0,0.0,1.0,"Music"
cpb-aacip-111-68x96632.h264__526.0_536.0,2.0,1.0,"Music"
cpb-aacip-15-v69862bq46__barcode104111_.h264__145.0_155.0,2.0,1.0,"Male"
cpb-aacip-129-2908kwdm.h264__876.0_886.0,1.0,1.0,"Male"
cpb-aacip-345-18dfn4rv__1577.0_1587.0,4.0,1.0,"Female"
cpb-aacip-80-13mw791t__5135.0_5145.0,0.0,1.0,"Female"
cpb-aacip-15-b56d21rq0m__barcode50288_.h264__266.0_276.0,2.0,1.0,"Male"
cpb-aacip-17-48sbdbc4.h264__987.0_997.0,0.0,1.0,"Male"
cpb-aacip-15-56zw43d1__954.0_964.0,2.0,1.0,"Music"
cpb-aacip-129-2908kwdm.h264__835.0_845.0,4.0,1.0,"Male"
cpb-aacip-75-09j3v8qv.h264__296.0_306.0,1.0,1.0,"Male"
cpb-aacip-43-9995xp4x__1116.0_1126.0,1.0,1.0,"Male"
cpb-aacip-15-9g737346__215470_20120105CCS__3346.0_3356.0,4.0,1.0,"Female"
cpb-aacip-500-0p0wtn40__1579.0_1589.0,2.0,1.0,"Male"
cpb-aacip-259-833mzm51.h264__1451.0_1461.0,3.0,1.0,"Male with background noise"
cpb-aacip-15-687h4jpj__891.0_901.0,1.0,1.0,"Male"
cpb-aacip-200-66j0zxdv.h264__257.0_267.0,4.0,1.0,"Female with background noise"
cpb-aacip-15-10jsxtdn__515.0_525.0,3.0,1.0,"Female"
cpb-aacip-41-94hmh46w.h264__94.0_104.0,2.0,1.0,"Male with background noise"
cpb-aacip-17-81jhbxv2.h264__391.0_401.0,4.0,1.0,"Music"
cpb-aacip-259-3r0pvm6v.h264__300.0_310.0,0.0,1.0,"Female with background noise"
cpb-aacip-129-80ht7k6c.h264__1145.0_1155.0,4.0,1.0,"Multiple Speakers"
cpb-aacip-16-7h1dj58s9w__focus041215a___2259.0_2269.0,1.0,1.0,"Male"
cpb-aacip-60-25x69sg6.h264__174.0_184.0,3.0,1.0,"Male with background noise"
cpb-aacip-83-36547pqh.h264__2059.0_2069.0,2.0,1.0,"Male"
cpb-aacip-75-81wdc572.h264__7074.0_7084.0,4.0,1.0,"Music"
cpb-aacip-500-4746tw5k__427.0_437.0,3.0,1.0,"Male with background noise"
cpb-aacip-55-56n03r61.h264__177.0_187.0,1.0,1.0,"Background noise"
cpb-aacip-75-37vmczpr.h264__110.0_120.0,4.0,1.0,"Music"
cpb-aacip-75-37vmczpr.h264__681.0_691.0,0.0,1.0,"Female with background noise"
cpb-aacip-60-504xh3pf.h264__1073.0_1083.0,3.0,1.0,"Multiple Speakers"
cpb-aacip-206-95w6mkg4__312.0_322.0,1.0,1.0,"Female"
cpb-aacip-15-91fj773h__662.0_672.0,0.0,1.0,"Music"
cpb-aacip-80-14nk9pzp__2350.0_2360.0,2.0,1.0,"Applause"
cpb-aacip-15-b27pn8xh25__21927-2009_10_21_.h264__204.0_214.0,2.0,1.0,"Female"
cpb-aacip-30-515mmdks__1548.0_1558.0,3.0,1.0,"Female"
cpb-aacip-77-9673p595.h264__2639.0_2649.0,1.0,1.0,"Male"
cpb-aacip-15-ns0ks6jf2v__25888-2010_10_22-RAW_.h264__2750.0_2760.0,1.0,1.0,"Male"
cpb-aacip-15-70zpcpnp__1060.0_1070.0,0.0,1.0,"Male"
cpb-aacip-15-55z61fvf__1762.0_1772.0,0.0,1.0,"Not Sure"
cpb-aacip-75-37vmczpr.h264__681.0_691.0,0.0,1.0,"Not Sure"
cpb-aacip-29-82x3fqk7.h264__1443.0_1453.0,3.0,1.0,"Male"
